,ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RelIncAtLev,JobSwitchRate
902,902,27,No,Rare,RnD,4,2,Life Sciences,1259,1,Male,3,1,Research Scientist,3,Single,2517,1,No,11,3,2,3,5,2,3,5,3,0,3,-153.0,0.2
903,903,29,No,Rare,RnD,7,3,Life Sciences,1260,3,Male,3,2,Healthcare Representative,4,Single,6623,1,Yes,11,3,2,2,6,2,3,6,0,1,0,1283.0,0.167
904,904,48,No,Rare,RnD,1,3,Life Sciences,1263,4,Male,2,5,Research Director,4,Single,18265,6,No,12,3,3,0,25,3,4,1,0,0,0,-967.0,0.24
905,905,29,No,Rare,RnD,1,3,Life Sciences,1264,4,Female,2,4,Research Director,4,Single,16124,3,No,14,3,2,2,9,2,2,7,7,1,7,-30.0,0.333
906,906,34,No,Rare,RnD,20,3,Technical Degree,1265,3,Female,4,1,Research Scientist,3,Married,2585,0,No,17,3,4,0,2,5,2,1,0,0,0,-85.0,0.0
907,907,44,No,Rare,Sales,5,3,Marketing,1267,2,Male,3,5,Manager,2,Married,18213,7,No,11,3,3,1,26,5,3,22,9,3,10,-1019.0,0.269
908,908,33,No,Rare,Sales,10,5,Marketing,1268,4,Male,4,3,Sales Executive,3,Single,8380,0,Yes,14,3,4,2,10,3,3,9,8,0,8,-1600.0,0.0
909,909,19,No,Rare,RnD,25,3,Life Sciences,1269,2,Female,4,1,Research Scientist,4,Single,2994,1,Yes,12,3,4,0,1,2,3,1,0,0,1,324.0,1.0
910,910,23,No,Rare,RnD,1,2,Life Sciences,1270,4,Male,3,1,Research Scientist,3,Married,1223,1,No,22,4,4,1,1,2,3,1,0,0,1,-1447.0,1.0
912,912,26,No,Rare,RnD,4,2,Life Sciences,1275,3,Male,3,1,Research Scientist,4,Single,2875,1,Yes,20,4,2,0,8,2,2,8,5,2,2,205.0,0.125
914,914,55,No,None,RnD,8,1,Medical,1278,4,Male,2,4,Healthcare Representative,2,Single,13577,1,Yes,15,3,4,1,34,3,3,33,9,15,0,-2577.0,0.029
916,916,46,No,Rare,Sales,4,2,Marketing,1280,4,Female,2,5,Manager,2,Married,18789,2,No,14,3,3,1,26,2,3,11,4,0,8,-443.0,0.077
917,917,34,No,Rare,Sales,2,3,Marketing,1281,3,Female,3,2,Sales Executive,1,Single,4538,0,Yes,12,3,4,0,4,3,3,3,2,0,2,-802.0,0.0
918,918,51,No,Frequent,Sales,9,3,Life Sciences,1282,4,Male,3,5,Manager,2,Single,19847,4,Yes,24,4,1,1,31,5,2,29,10,11,10,615.0,0.129
919,919,59,No,Rare,RnD,18,4,Medical,1283,4,Male,3,3,Manufacturing Director,4,Single,10512,6,No,12,3,4,0,25,6,2,9,7,5,4,532.0,0.24
920,920,34,No,Frequent,RnD,19,3,Medical,1285,3,Female,3,2,Laboratory Technician,2,Single,4444,4,No,13,3,3,2,15,2,4,11,8,5,10,-896.0,0.267
921,921,28,No,Frequent,RnD,1,4,Medical,1286,4,Male,3,1,Laboratory Technician,3,Single,2154,0,Yes,11,3,3,0,5,2,2,4,2,0,2,-516.0,0.0
922,922,44,No,Rare,RnD,4,2,Life Sciences,1288,3,Male,4,5,Manager,1,Single,19190,1,No,14,3,4,2,26,4,2,25,9,14,13,-42.0,0.038
923,923,34,No,Frequent,HR,11,3,Life Sciences,1289,3,Male,2,2,Human Resources,2,Married,4490,4,No,11,3,4,2,14,5,4,10,9,1,8,-850.0,0.286
924,924,35,No,Rare,RnD,6,1,Life Sciences,1291,3,Male,3,1,Research Scientist,3,Married,3506,0,Yes,14,3,4,0,4,3,3,3,2,2,2,836.0,0.0
925,925,42,No,Rare,RnD,7,4,Medical,1292,2,Female,4,2,Research Scientist,2,Married,2372,6,Yes,16,3,4,0,18,2,3,1,0,0,0,-2968.0,0.333
926,926,43,No,Rare,Sales,4,4,Marketing,1293,4,Female,2,3,Sales Executive,4,Single,10231,3,No,14,3,4,0,23,3,4,21,7,15,17,251.0,0.13
927,927,36,No,Rare,RnD,2,4,Life Sciences,1294,3,Female,3,2,Manufacturing Director,2,Single,5410,9,Yes,11,3,4,0,18,2,3,16,14,5,12,70.0,0.5
929,929,28,No,Frequent,RnD,2,3,Life Sciences,1296,4,Male,2,1,Laboratory Technician,4,Married,3867,1,Yes,12,3,2,1,2,2,3,2,2,2,2,1197.0,0.5
930,930,51,No,Frequent,RnD,6,2,Medical,1297,2,Female,2,1,Laboratory Technician,3,Single,2838,0,No,14,3,2,0,8,6,2,7,0,7,7,168.0,0.0
931,931,30,No,None,RnD,9,2,Medical,1298,3,Female,3,2,Manufacturing Director,3,Single,4695,7,Yes,18,3,3,0,10,3,3,8,4,1,7,-645.0,0.7
933,933,28,No,Rare,RnD,1,3,Technical Degree,1301,4,Male,3,1,Research Scientist,1,Single,2080,2,No,11,3,2,0,5,2,2,3,2,1,2,-590.0,0.4
934,934,25,No,Rare,RnD,1,3,Medical,1303,4,Female,3,1,Research Scientist,2,Single,2096,1,No,18,3,4,0,2,3,2,2,2,2,1,-574.0,0.5
935,935,32,No,Rare,Sales,8,3,Medical,1304,3,Male,4,2,Sales Executive,4,Married,6209,1,No,15,3,3,2,10,4,4,10,7,0,8,869.0,0.1
936,936,45,No,Frequent,RnD,25,3,Medical,1306,2,Female,3,5,Manager,2,Single,18061,3,No,22,4,3,0,22,4,3,0,0,0,0,-1171.0,0.136
937,937,39,No,Rare,RnD,13,4,Medical,1307,3,Female,2,4,Manager,2,Single,17123,6,Yes,13,3,4,2,21,4,3,19,9,15,2,969.0,0.286
938,938,58,No,Rare,RnD,23,4,Life Sciences,1308,1,Male,3,1,Research Scientist,3,Single,2372,1,No,12,3,4,2,2,3,3,2,2,2,2,-298.0,0.5
941,941,30,No,Rare,RnD,6,3,Technical Degree,1311,1,Female,2,2,Laboratory Technician,4,Married,4627,0,No,12,3,1,1,10,6,3,9,2,6,7,-713.0,0.0
942,942,36,No,Rare,RnD,10,4,Technical Degree,1312,4,Female,3,3,Healthcare Representative,3,Married,7094,3,No,12,3,1,0,10,0,3,7,7,1,7,-2886.0,0.3
943,943,46,No,Rare,HR,1,2,Life Sciences,1314,4,Female,3,1,Human Resources,1,Single,3423,6,No,12,3,3,0,10,3,4,7,6,5,7,753.0,0.6
944,944,28,No,None,RnD,1,3,Life Sciences,1315,3,Female,1,2,Laboratory Technician,4,Married,6674,0,No,11,3,1,3,10,6,3,9,8,7,5,1334.0,0.0
945,945,50,No,Rare,RnD,28,3,Life Sciences,1317,4,Female,3,4,Research Director,1,Married,16880,4,Yes,11,3,2,0,25,2,3,3,2,1,2,726.0,0.16
948,948,30,No,Rare,RnD,17,4,Medical,1321,2,Female,3,3,Manager,1,Married,11916,1,Yes,23,4,4,2,9,2,3,9,1,0,8,1936.0,0.111
949,949,39,No,Rare,RnD,18,2,Life Sciences,1322,1,Male,3,2,Manufacturing Director,3,Single,4534,0,No,11,3,1,0,9,6,3,8,7,1,7,-806.0,0.0
950,950,31,No,None,Sales,2,4,Life Sciences,1324,4,Female,3,3,Sales Executive,3,Single,9852,1,Yes,19,3,1,1,10,5,2,10,8,9,6,-128.0,0.1
951,951,41,No,None,Sales,10,2,Medical,1329,3,Male,1,2,Sales Executive,2,Single,6151,1,No,13,3,1,0,19,4,3,19,2,11,9,811.0,0.053
954,954,42,No,None,RnD,2,1,Life Sciences,1334,3,Male,3,4,Manager,3,Married,17861,0,Yes,13,3,4,0,21,3,2,20,8,2,10,1707.0,0.0
955,955,55,No,Rare,RnD,2,2,Medical,1336,4,Female,1,5,Manager,3,Married,19187,4,No,14,3,4,1,23,5,3,19,9,9,11,-45.0,0.174
956,956,56,No,Rare,HR,8,4,Life Sciences,1338,4,Male,3,5,Manager,2,Single,19717,6,No,14,3,1,0,36,4,3,7,3,7,7,485.0,0.167
957,957,40,No,None,RnD,16,2,Life Sciences,1340,3,Male,3,1,Research Scientist,3,Single,3544,9,No,16,3,2,1,6,0,3,4,2,0,0,874.0,1.5
958,958,34,No,Rare,RnD,9,3,Life Sciences,1344,4,Male,3,3,Healthcare Representative,4,Single,8500,0,No,11,3,4,1,10,0,2,9,7,1,6,-1480.0,0.0
959,959,40,No,Rare,RnD,2,3,Life Sciences,1346,3,Male,3,2,Research Scientist,4,Single,4661,1,No,13,3,3,0,9,4,3,9,8,8,8,-679.0,0.111
960,960,41,No,Frequent,Sales,1,3,Marketing,1349,3,Female,3,2,Sales Executive,1,Single,4103,0,No,17,3,4,1,10,2,3,9,3,1,7,-1237.0,0.0
961,961,35,No,Frequent,RnD,4,4,Life Sciences,1350,3,Male,3,2,Research Scientist,3,Single,4249,1,Yes,11,3,2,0,9,3,3,9,6,1,1,-1091.0,0.111
962,962,51,No,Rare,HR,5,3,Life Sciences,1352,3,Male,3,4,Manager,2,Single,14026,1,Yes,11,3,2,1,33,2,3,33,9,0,10,-2128.0,0.03
963,963,38,No,Rare,Sales,2,2,Life Sciences,1355,2,Female,3,2,Sales Executive,1,Single,6893,3,No,15,3,4,1,11,3,3,7,7,1,7,1553.0,0.273
964,964,34,No,Rare,Sales,15,2,Medical,1356,3,Female,3,2,Sales Executive,1,Single,6125,1,No,12,3,4,0,10,6,4,10,8,9,6,785.0,0.1
965,965,25,No,Rare,RnD,19,1,Medical,1358,4,Male,3,1,Laboratory Technician,4,Married,3669,3,No,11,3,3,3,7,6,2,3,2,1,2,999.0,0.429
967,967,40,No,Rare,RnD,1,4,Life Sciences,1361,2,Male,3,1,Laboratory Technician,2,Married,2387,3,No,22,4,3,1,7,3,3,4,2,0,3,-283.0,0.429
968,968,36,No,Frequent,Sales,7,3,Marketing,1362,1,Female,4,2,Sales Executive,1,Married,4639,2,No,16,3,4,1,17,2,2,15,7,6,13,-701.0,0.118
969,969,48,No,Rare,RnD,4,3,Life Sciences,1363,4,Male,3,3,Manufacturing Director,4,Single,7898,1,No,11,3,3,0,11,2,3,10,9,0,8,-2082.0,0.091
970,970,27,No,Rare,Sales,11,3,Medical,1364,3,Female,4,1,Sales Representative,4,Married,2534,8,No,14,3,2,1,5,4,3,1,0,0,0,-136.0,1.6
971,971,51,No,Rare,RnD,11,2,Technical Degree,1367,4,Female,2,4,Manufacturing Director,2,Single,13142,3,No,16,3,2,0,29,1,2,5,2,0,3,-3012.0,0.103
972,972,18,No,None,RnD,1,3,Life Sciences,1368,4,Female,3,1,Laboratory Technician,4,Single,1611,1,No,15,3,3,0,0,5,4,0,0,0,0,-1059.0,inf
973,973,35,No,Rare,RnD,1,3,Medical,1369,4,Female,2,2,Laboratory Technician,4,Married,5363,0,No,12,3,2,1,10,0,3,9,7,0,0,23.0,0.0
974,974,27,No,Frequent,Sales,2,1,Life Sciences,1371,4,Male,1,2,Sales Executive,4,Single,5071,3,No,20,4,2,0,8,3,3,6,2,0,0,-269.0,0.375
976,976,56,No,Rare,RnD,23,3,Life Sciences,1373,4,Male,3,4,Manufacturing Director,2,Married,13402,4,Yes,12,3,1,1,33,0,3,19,16,15,9,-2752.0,0.121
977,977,34,No,None,RnD,26,1,Technical Degree,1374,1,Female,2,1,Research Scientist,3,Single,2029,1,No,20,4,3,3,5,2,3,5,4,0,0,-641.0,0.2
978,978,40,No,Rare,RnD,2,1,Medical,1375,2,Female,4,2,Healthcare Representative,3,Single,6377,5,No,20,4,2,3,15,0,3,12,11,11,8,1037.0,0.333
979,979,34,No,Rare,RnD,29,3,Medical,1377,2,Male,3,2,Laboratory Technician,3,Married,5429,4,No,13,3,1,2,10,1,3,8,7,7,7,89.0,0.4
982,982,38,No,Frequent,RnD,7,3,Life Sciences,1382,4,Male,4,1,Research Scientist,3,Single,2610,1,No,11,3,4,3,4,2,3,4,2,0,3,-60.0,0.25
983,983,34,No,Rare,RnD,2,4,Technical Degree,1383,3,Female,3,2,Healthcare Representative,4,Single,6687,1,No,11,3,4,0,14,2,4,14,11,4,11,1347.0,0.071
984,984,28,No,Rare,Sales,26,3,Life Sciences,1387,3,Male,2,2,Sales Executive,1,Married,4724,1,No,11,3,3,1,5,0,3,5,3,0,4,-616.0,0.2
986,986,39,No,Rare,Sales,21,4,Life Sciences,1390,1,Male,2,2,Sales Executive,4,Married,6120,3,Yes,12,3,4,2,8,2,4,5,4,1,4,780.0,0.375
987,987,51,No,Frequent,Sales,2,3,Marketing,1391,2,Male,3,3,Sales Executive,2,Married,10596,2,No,11,3,2,0,14,5,3,4,2,3,2,616.0,0.143
988,988,41,No,Frequent,RnD,22,3,Life Sciences,1392,4,Female,3,2,Research Scientist,4,Single,5467,3,Yes,14,3,1,2,12,4,2,6,2,3,3,127.0,0.25
989,989,37,No,Rare,RnD,4,1,Life Sciences,1394,3,Male,3,1,Research Scientist,3,Married,2996,7,Yes,15,3,4,0,8,2,3,6,4,1,3,326.0,0.875
990,990,33,No,Frequent,Sales,5,1,Life Sciences,1395,2,Male,3,2,Sales Executive,4,Married,9998,6,No,13,3,1,0,8,2,4,5,4,1,2,4658.0,0.75
991,991,32,No,Rare,Sales,2,1,Marketing,1396,3,Male,3,2,Sales Executive,2,Married,4078,0,Yes,13,3,1,3,4,3,2,3,2,1,2,-1262.0,0.0
992,992,39,No,None,RnD,25,2,Life Sciences,1397,3,Male,3,3,Healthcare Representative,3,Married,10920,3,No,21,4,2,1,13,2,3,6,4,0,5,940.0,0.231
993,993,25,No,Rare,Sales,18,1,Life Sciences,1399,1,Male,4,2,Sales Executive,3,Married,6232,2,No,11,3,2,0,6,3,2,3,2,1,2,892.0,0.333
994,994,52,No,Frequent,RnD,28,2,Medical,1401,4,Female,4,4,Manufacturing Director,3,Married,13247,2,Yes,11,3,2,1,24,3,2,5,3,0,2,-2907.0,0.083
995,995,43,No,Rare,RnD,6,3,Medical,1402,1,Female,2,2,Research Scientist,3,Single,4081,1,Yes,14,3,1,0,20,3,1,20,7,1,8,-1259.0,0.05
996,996,27,No,Rare,Sales,10,3,Marketing,1403,4,Female,2,2,Sales Executive,4,Married,5769,1,Yes,11,3,4,0,6,3,3,6,2,4,4,429.0,0.167
998,998,26,No,Rare,RnD,2,1,Medical,1407,1,Male,2,1,Research Scientist,4,Single,3904,0,No,12,3,4,0,5,2,3,4,3,1,1,1234.0,0.0
999,999,42,No,Rare,HR,10,3,Human Resources,1408,3,Female,3,4,Manager,1,Married,16799,0,No,14,3,3,1,21,5,3,20,7,0,9,645.0,0.0
1000,1000,52,No,Rare,RnD,8,4,Other,1409,3,Female,3,1,Laboratory Technician,1,Married,2950,9,No,13,3,3,0,12,2,1,5,4,0,4,280.0,0.75
1001,1001,37,No,Rare,RnD,11,3,Medical,1411,1,Female,3,1,Laboratory Technician,3,Single,3629,4,No,18,3,1,0,8,6,3,3,2,0,2,959.0,0.5
1002,1002,35,No,Frequent,RnD,18,2,Life Sciences,1412,3,Male,3,3,Manufacturing Director,4,Single,9362,2,No,11,3,3,0,10,2,3,2,2,2,2,-618.0,0.2
1003,1003,25,No,Rare,RnD,1,3,Technical Degree,1415,1,Male,3,1,Laboratory Technician,4,Married,3229,4,No,11,3,2,1,7,2,2,3,2,0,2,559.0,0.571
1004,1004,26,No,Rare,RnD,7,3,Other,1417,3,Male,4,1,Laboratory Technician,1,Single,3578,0,No,12,3,4,0,8,2,3,7,7,0,7,908.0,0.0
1005,1005,29,No,Rare,HR,17,3,Other,1419,2,Male,2,3,Human Resources,1,Single,7988,1,No,13,3,1,0,10,3,2,10,9,0,9,-1992.0,0.1
1008,1008,54,No,Rare,RnD,1,3,Medical,1422,4,Female,3,4,Research Director,4,Single,17328,6,No,19,3,4,0,29,3,2,20,7,12,7,1174.0,0.207
1009,1009,58,No,Rare,RnD,1,3,Medical,1423,4,Female,3,5,Research Director,1,Married,19701,3,Yes,21,4,3,1,32,3,3,9,8,1,5,469.0,0.094
1010,1010,55,No,Rare,RnD,1,4,Medical,1424,2,Male,4,4,Research Director,4,Single,14732,2,No,13,3,4,2,31,4,4,7,7,0,0,-1422.0,0.065
1011,1011,36,No,Rare,Sales,3,4,Marketing,1425,1,Female,3,2,Sales Executive,2,Single,9278,3,Yes,16,3,4,0,15,3,3,5,4,0,1,3938.0,0.2
1013,1013,30,No,Rare,Sales,7,4,Marketing,1428,4,Female,3,2,Sales Executive,1,Single,4779,7,No,14,3,2,2,8,3,3,3,2,0,2,-561.0,0.875
1014,1014,31,No,Rare,RnD,8,5,Life Sciences,1430,1,Female,3,4,Research Director,2,Single,16422,3,No,11,3,3,0,9,3,4,3,2,1,0,268.0,0.333
1015,1015,34,No,Frequent,RnD,1,4,Other,1431,4,Male,3,1,Research Scientist,1,Single,2996,5,No,14,3,3,2,10,2,3,4,3,1,3,326.0,0.5
1017,1017,27,No,Rare,RnD,11,1,Life Sciences,1434,2,Male,3,1,Laboratory Technician,1,Married,2099,0,No,14,3,2,0,6,3,4,5,0,1,4,-571.0,0.0
1018,1018,36,No,Rare,RnD,4,4,Life Sciences,1435,1,Male,2,2,Laboratory Technician,4,Single,5810,1,No,16,3,3,0,10,2,2,10,4,1,8,470.0,0.1
1019,1019,36,No,Rare,Sales,16,4,Marketing,1436,3,Female,2,2,Sales Executive,1,Married,5647,4,No,13,3,1,2,11,3,2,3,2,0,2,307.0,0.364
1020,1020,47,No,Rare,RnD,1,3,Technical Degree,1438,1,Male,3,1,Research Scientist,4,Married,3420,7,No,12,3,3,1,17,2,2,6,5,1,2,750.0,0.412
1022,1022,37,No,None,RnD,5,2,Technical Degree,1440,3,Male,4,1,Laboratory Technician,3,Single,3500,0,No,14,3,1,0,7,2,1,6,5,1,3,830.0,0.0
1023,1023,56,No,Rare,RnD,1,2,Life Sciences,1441,1,Female,3,1,Research Scientist,1,Married,2066,2,No,22,4,4,1,5,3,4,3,2,1,0,-604.0,0.4
1024,1024,47,No,Rare,RnD,2,4,Medical,1443,1,Female,3,4,Research Director,3,Married,17169,3,No,19,3,2,2,26,2,4,20,17,5,6,1015.0,0.115
1025,1025,24,No,Rare,Sales,4,1,Medical,1445,4,Female,3,2,Sales Executive,3,Married,4162,1,Yes,12,3,3,2,5,3,3,5,4,0,3,-1178.0,0.2
1026,1026,32,No,Rare,Sales,7,5,Marketing,1446,4,Male,3,2,Sales Executive,4,Married,9204,4,No,12,3,3,1,7,3,2,4,3,0,3,3864.0,0.571
1027,1027,34,No,Rare,RnD,1,3,Life Sciences,1447,4,Female,2,1,Laboratory Technician,2,Married,3294,5,No,17,3,1,1,7,2,2,5,4,0,2,624.0,0.714
1028,1028,41,No,Rare,RnD,5,5,Medical,1448,2,Male,4,1,Research Scientist,3,Married,2127,2,Yes,12,3,1,0,7,5,2,4,2,0,3,-543.0,0.286
1029,1029,40,No,None,RnD,9,4,Other,1449,3,Male,3,2,Laboratory Technician,3,Single,3975,3,No,11,3,3,2,11,2,4,8,7,0,7,-1365.0,0.273
1030,1030,31,No,Rare,Sales,8,2,Life Sciences,1453,1,Male,3,3,Sales Executive,4,Single,10793,1,No,18,3,1,1,13,5,3,13,7,9,9,813.0,0.077
1034,1034,45,No,Rare,RnD,20,3,Medical,1460,2,Male,1,3,Healthcare Representative,1,Single,10851,2,Yes,18,3,2,1,24,2,3,7,7,0,7,871.0,0.083
1035,1035,31,No,Rare,HR,8,2,Medical,1461,4,Female,4,1,Human Resources,2,Single,2109,9,No,18,3,4,0,8,3,3,3,2,0,2,-561.0,1.125
1037,1037,45,No,Rare,RnD,29,3,Technical Degree,1465,2,Male,3,3,Manufacturing Director,4,Married,9380,4,Yes,18,3,4,2,10,4,4,3,1,1,2,-600.0,0.4
1038,1038,48,No,Rare,Sales,7,3,Marketing,1466,3,Male,3,2,Sales Executive,1,Single,5486,4,No,11,3,1,3,15,3,3,2,2,2,2,146.0,0.267
1040,1040,40,No,None,RnD,8,1,Medical,1468,4,Male,2,3,Research Director,2,Single,13757,2,No,11,3,3,1,16,5,3,9,8,4,8,3777.0,0.125
1041,1041,28,No,Rare,Sales,5,3,Medical,1469,4,Male,3,2,Sales Executive,1,Single,8463,0,No,18,3,4,0,6,4,3,5,4,1,3,3123.0,0.0
1042,1042,44,No,None,RnD,5,3,Life Sciences,1471,3,Male,2,1,Laboratory Technician,3,Single,3162,3,No,14,3,4,0,7,5,3,5,2,0,3,492.0,0.429
1043,1043,53,No,Rare,RnD,2,3,Medical,1472,4,Male,4,4,Research Director,2,Single,16598,4,No,12,3,2,0,35,2,2,9,8,8,8,444.0,0.114
1044,1044,49,No,Rare,RnD,5,4,Technical Degree,1473,1,Male,3,2,Healthcare Representative,3,Married,6651,2,No,14,3,2,1,20,0,2,3,2,1,2,1311.0,0.1
1045,1045,40,No,Rare,RnD,2,3,Medical,1474,3,Male,3,1,Research Scientist,3,Single,2345,2,No,14,3,3,1,8,3,4,3,1,1,2,-325.0,0.25
1046,1046,44,No,Rare,RnD,20,3,Life Sciences,1475,4,Male,3,1,Research Scientist,2,Single,3420,1,No,13,3,3,0,6,3,2,5,2,1,3,750.0,0.167
1047,1047,33,No,Frequent,Sales,7,3,Medical,1477,4,Male,3,2,Sales Executive,1,Married,4373,0,No,14,3,1,2,5,2,3,4,3,0,3,-967.0,0.0
1048,1048,34,No,Rare,Sales,3,3,Other,1478,4,Male,1,2,Sales Executive,1,Single,4759,3,No,18,3,4,0,15,2,3,13,9,3,12,-581.0,0.2
1049,1049,30,No,Rare,Sales,16,1,Life Sciences,1479,4,Male,3,2,Sales Executive,3,Married,5301,8,No,15,3,3,2,4,2,2,2,1,2,2,-39.0,2.0
1050,1050,42,No,Frequent,RnD,9,2,Medical,1480,1,Female,3,1,Laboratory Technician,4,Single,3673,1,No,13,3,3,0,12,3,3,12,9,5,8,1003.0,0.083
1051,1051,44,No,Frequent,Sales,1,5,Marketing,1481,1,Female,3,2,Sales Executive,3,Married,4768,7,No,12,3,3,1,11,4,2,1,0,0,0,-572.0,0.636
1052,1052,30,No,None,RnD,7,3,Technical Degree,1482,3,Male,3,1,Research Scientist,3,Single,1274,1,No,13,3,2,2,1,2,2,1,0,0,0,-1396.0,1.0
1053,1053,57,No,Rare,RnD,1,2,Life Sciences,1483,2,Male,4,2,Research Scientist,3,Married,4900,0,No,24,4,1,1,13,2,2,12,9,2,8,-440.0,0.0
1054,1054,49,No,Rare,RnD,7,4,Life Sciences,1484,3,Male,3,3,Healthcare Representative,2,Single,10466,3,No,14,3,2,2,29,3,3,8,7,0,7,486.0,0.103
1055,1055,34,No,Frequent,RnD,15,3,Medical,1485,2,Male,3,4,Research Director,1,Single,17007,7,No,14,3,4,2,16,3,2,14,8,6,9,853.0,0.438
1059,1059,35,No,Rare,Sales,7,1,Life Sciences,1492,4,Male,3,1,Sales Representative,3,Married,2404,1,No,13,3,1,1,1,3,3,1,0,0,0,-266.0,1.0
1061,1061,24,No,None,Sales,13,2,Life Sciences,1495,4,Female,3,1,Sales Representative,2,Married,2033,1,No,13,3,3,1,1,2,3,1,0,0,0,-637.0,1.0
1062,1062,44,No,Frequent,RnD,2,1,Medical,1496,2,Male,3,3,Manufacturing Director,3,Single,10209,5,Yes,18,3,2,0,16,2,2,2,2,2,2,229.0,0.312
1063,1063,29,No,Rare,Sales,19,3,Life Sciences,1497,3,Male,2,2,Sales Executive,3,Single,8620,1,No,14,3,3,2,10,3,3,10,7,0,4,3280.0,0.1
1064,1064,30,No,Rare,HR,1,3,Life Sciences,1499,3,Male,3,1,Human Resources,3,Single,2064,0,No,21,4,1,1,6,3,4,5,3,1,3,-606.0,0.0
1065,1065,55,No,Rare,RnD,4,4,Life Sciences,1501,4,Male,3,2,Healthcare Representative,3,Married,4035,0,Yes,16,3,2,0,4,2,3,3,2,1,2,-1305.0,0.0
1066,1066,33,No,Rare,RnD,4,4,Medical,1502,1,Female,2,1,Laboratory Technician,2,Married,3838,8,No,11,3,4,0,8,5,3,5,4,0,2,1168.0,1.0
1067,1067,47,No,Rare,Sales,14,3,Medical,1503,3,Female,3,2,Sales Executive,3,Married,4591,3,Yes,17,3,3,1,11,4,2,5,4,1,2,-749.0,0.273
1069,1069,28,No,Rare,RnD,1,3,Life Sciences,1506,1,Male,2,1,Research Scientist,3,Single,1563,1,No,14,3,4,1,1,2,1,1,0,0,0,-1107.0,1.0
1070,1070,28,No,Frequent,Sales,7,3,Life Sciences,1507,3,Male,3,2,Sales Executive,1,Single,4898,0,No,14,3,4,0,5,5,3,4,2,1,3,-442.0,0.0
1071,1071,49,No,Rare,RnD,3,2,Medical,1509,3,Female,2,2,Laboratory Technician,1,Married,4789,4,No,25,4,1,1,10,3,3,3,2,1,2,-551.0,0.4
1072,1072,29,No,Frequent,RnD,2,1,Life Sciences,1513,4,Female,3,1,Laboratory Technician,2,Married,3180,0,No,13,3,3,3,4,3,3,3,2,0,2,510.0,0.0
1073,1073,28,No,Rare,RnD,29,1,Life Sciences,1514,3,Male,1,2,Manufacturing Director,2,Married,6549,1,No,14,3,2,2,8,2,2,8,6,1,7,1209.0,0.125
1074,1074,33,No,Rare,RnD,8,5,Life Sciences,1515,4,Male,3,2,Healthcare Representative,3,Single,6388,2,Yes,17,3,1,0,14,6,3,0,0,0,0,1048.0,0.143
1075,1075,32,No,Rare,RnD,10,3,Medical,1516,3,Male,3,3,Manager,4,Single,11244,2,No,25,4,2,0,10,5,4,5,2,0,0,1264.0,0.2
1076,1076,54,No,Frequent,RnD,11,4,Medical,1520,2,Female,3,4,Manager,4,Single,16032,3,No,20,4,1,1,26,2,3,14,9,1,12,-122.0,0.115
1078,1078,44,No,Rare,RnD,28,3,Life Sciences,1523,4,Male,3,4,Research Director,1,Married,16328,3,No,13,3,3,1,24,1,4,20,6,14,17,174.0,0.125
1079,1079,39,No,Rare,RnD,6,3,Life Sciences,1525,2,Female,3,3,Manufacturing Director,2,Single,8376,4,No,18,3,4,0,9,3,3,2,0,2,2,-1604.0,0.444
1080,1080,46,No,Rare,Sales,3,3,Life Sciences,1527,3,Female,3,4,Manager,2,Married,16606,8,No,12,3,4,1,23,2,4,13,12,5,1,452.0,0.348
1081,1081,35,No,Rare,RnD,16,3,Life Sciences,1529,4,Female,2,3,Healthcare Representative,2,Single,8606,1,No,19,3,4,0,11,3,1,11,8,3,3,-1374.0,0.091
1082,1082,23,No,Rare,RnD,20,1,Life Sciences,1533,1,Male,3,2,Laboratory Technician,3,Single,2272,0,No,14,3,2,0,5,2,3,4,3,1,2,-3068.0,0.0
1084,1084,34,No,Rare,Sales,1,3,Technical Degree,1535,4,Male,2,3,Sales Executive,3,Married,7083,1,Yes,14,3,4,0,10,3,3,10,9,8,6,-2897.0,0.1
1086,1086,50,No,Frequent,RnD,22,5,Medical,1539,3,Male,1,4,Research Director,4,Single,14411,1,Yes,13,3,4,0,32,2,3,32,6,13,9,-1743.0,0.031
1087,1087,34,No,Rare,Sales,7,2,Technical Degree,1541,2,Male,3,1,Sales Representative,3,Married,2308,0,Yes,25,4,2,1,12,4,3,11,10,5,7,-362.0,0.0
1088,1088,42,No,Rare,RnD,2,3,Medical,1542,3,Male,2,1,Laboratory Technician,2,Married,4841,4,No,14,3,2,1,4,3,3,1,0,0,0,2171.0,1.0
1089,1089,37,No,Rare,RnD,13,3,Medical,1543,1,Male,3,2,Research Scientist,4,Married,4285,1,No,17,3,1,0,10,2,3,10,8,3,7,-1055.0,0.1
1090,1090,29,No,Rare,RnD,8,1,Other,1544,3,Female,1,2,Healthcare Representative,1,Married,9715,3,No,13,3,3,1,9,3,3,7,7,0,7,4375.0,0.333
